"","ego","alter","dv","ego_capacity_n","alter_capacity_n","ej_diff","c_diff_n","c_diff_cat","count_ego_collaboratives","count_alter_collaboratives","overlap_collab","ego_np_501c3","alter_np_501c3","np_match","ego_ej_mission","alter_ej_mission","ej_diff_cat","count_ego_issues","count_alter_issues","i_match","ego_local","alter_local","geo_diff_cat","distance"
"275","G66","G3",0,0.000259543639211259,0.00097713415818973,1,0.000717590518978471,"higher",1,0,0,1,1,"np_homophily",2,3,"higher",3,6,3,"local","regional","bigger",98455.2018632547
"276","G69","G3",0,0.0202797028630867,0.00097713415818973,3,-0.019302568704897,"lower",0,0,1,0,1,"higher",0,3,"higher",1,6,1,"local","regional","bigger",5896.27218429346
"277","G71","G3",0,0.143671365026039,0.00097713415818973,3,-0.14269423086785,"lower",0,0,1,1,1,"np_homophily",0,3,"higher",1,6,1,"local","regional","bigger",99919.7541456257
"278","G72","G3",0,0.076872673471632,0.00097713415818973,1,-0.0758955393134423,"lower",2,0,0,0,1,"higher",2,3,"higher",2,6,2,"local","regional","bigger",103814.745446848
"279","G8","G3",1,1,0.00097713415818973,1,-0.99902286584181,"lower",7,0,0,1,1,"np_homophily",2,3,"higher",5,6,4,"regional","regional","regional_match",104405.092001845
"280","G9","G3",0,0.00594262836081384,0.00097713415818973,0,-0.00496549420262411,"lower",1,0,0,1,1,"np_homophily",3,3,"match",4,6,3,"regional","regional","regional_match",6166.93967482119
"281","G20","G30",0,0.0065766676690612,0,-3,-0.0065766676690612,"lower",4,0,0,1,0,"lower",3,0,"lower",6,1,1,"regional","local","smaller",85413.3654412162
"282","G29","G30",1,0.00447578469577884,0,-2,-0.00447578469577884,"lower",0,0,1,1,0,"lower",2,0,"lower",3,1,0,"local","local","local_match",10.1841942628997
"283","G4","G30",0,0.00278770759691127,0,-3,-0.00278770759691127,"lower",0,0,1,1,0,"lower",3,0,"lower",5,1,1,"regional","local","smaller",20635.3838801871
"284","G43","G30",0,0.005603390557631,0,-3,-0.005603390557631,"lower",4,0,0,1,0,"lower",3,0,"lower",3,1,1,"regional","local","smaller",85657.7894174847
"285","G59","G30",0,0.0443776319735864,0,-2,-0.0443776319735864,"lower",4,0,0,1,0,"lower",2,0,"lower",7,1,1,"regional","local","smaller",83489.3963115184
"286","G6","G30",0,0.187250546989594,0,-3,-0.187250546989594,"lower",0,0,1,0,0,"no_np_homophily",3,0,"lower",3,1,1,"regional","local","smaller",36729.4627168867
"287","G8","G30",0,1,0,-2,-1,"lower",7,0,0,1,0,"lower",2,0,"lower",5,1,1,"regional","local","smaller",85857.707921587
"288","G9","G30",0,0.00594262836081384,0,-3,-0.00594262836081384,"lower",1,0,0,1,0,"lower",3,0,"lower",4,1,1,"regional","local","smaller",22751.9559481054
"289","G16","G31",0,0,0.00207331665526777,1,0.00207331665526777,"higher",0,2,0,1,1,"np_homophily",1,2,"higher",1,4,0,"local","local","local_match",20883.6521754197
"290","G20","G31",0,0.0065766676690612,0.00207331665526777,-1,-0.00450335101379343,"lower",4,2,0,1,1,"np_homophily",3,2,"lower",6,4,3,"regional","local","smaller",65852.2943369871
"291","G21","G31",0,0.000919981902138087,0.00207331665526777,0,0.00115333475312968,"higher",0,2,0,1,1,"np_homophily",2,2,"match",3,4,2,"local","local","local_match",2542.76157300502
"292","G4","G31",0,0.00278770759691127,0.00207331665526777,-1,-0.000714390941643503,"lower",0,2,0,1,1,"np_homophily",3,2,"lower",5,4,2,"regional","local","smaller",103516.870663121
"293","G43","G31",0,0.005603390557631,0.00207331665526777,-1,-0.00353007390236323,"lower",4,2,1,1,1,"np_homophily",3,2,"lower",3,4,1,"regional","local","smaller",66289.0481907354
"294","G59","G31",0,0.0443776319735864,0.00207331665526777,0,-0.0423043153183187,"lower",4,2,0,1,1,"np_homophily",2,2,"match",7,4,4,"regional","local","smaller",61497.2904370819
"295","G6","G31",0,0.187250546989594,0.00207331665526777,-1,-0.185177230334326,"lower",0,2,0,0,1,"higher",3,2,"lower",3,4,1,"regional","local","smaller",117637.852448923
"296","G60","G31",0,0.0103506504719386,0.00207331665526777,2,-0.00827733381667085,"lower",1,2,1,1,1,"np_homophily",0,2,"higher",2,4,1,"regional","local","smaller",4416.17017937285
"297","G66","G31",1,0.000259543639211259,0.00207331665526777,0,0.00181377301605651,"higher",1,2,1,1,1,"np_homophily",2,2,"match",3,4,2,"local","local","local_match",5150.9659616417
"298","G71","G31",0,0.143671365026039,0.00207331665526777,2,-0.141598048370772,"lower",0,2,0,1,1,"np_homophily",0,2,"higher",1,4,1,"local","local","local_match",6238.487665453
"299","G8","G31",0,1,0.00207331665526777,0,-0.997926683344732,"lower",7,2,2,1,1,"np_homophily",2,2,"match",5,4,2,"regional","local","smaller",3656.53200710614
"300","G9","G31",0,0.00594262836081384,0.00207331665526777,-1,-0.00386931170554607,"lower",1,2,0,1,1,"np_homophily",3,2,"lower",4,4,1,"regional","local","smaller",102851.873606725
"301","G20","G32",0,0.0065766676690612,0.000189609404626469,-2,-0.00638705826443473,"lower",4,0,0,1,0,"lower",3,1,"lower",6,3,1,"regional","local","smaller",85413.3654412162
"302","G29","G32",1,0.00447578469577884,0.000189609404626469,-1,-0.00428617529115237,"lower",0,0,1,1,0,"lower",2,1,"lower",3,3,1,"local","local","local_match",10.1841942628997
"303","G4","G32",0,0.00278770759691127,0.000189609404626469,-2,-0.0025980981922848,"lower",0,0,1,1,0,"lower",3,1,"lower",5,3,2,"regional","local","smaller",20635.3838801871
"304","G43","G32",0,0.005603390557631,0.000189609404626469,-2,-0.00541378115300453,"lower",4,0,0,1,0,"lower",3,1,"lower",3,3,1,"regional","local","smaller",85657.7894174847
"305","G59","G32",0,0.0443776319735864,0.000189609404626469,-1,-0.04418802256896,"lower",4,0,0,1,0,"lower",2,1,"lower",7,3,3,"regional","local","smaller",83489.3963115184
"306","G6","G32",0,0.187250546989594,0.000189609404626469,-2,-0.187060937584967,"lower",0,0,1,0,0,"no_np_homophily",3,1,"lower",3,3,2,"regional","local","smaller",36729.4627168867
"307","G8","G32",0,1,0.000189609404626469,-1,-0.999810390595374,"lower",7,0,0,1,0,"lower",2,1,"lower",5,3,1,"regional","local","smaller",85857.707921587
"308","G9","G32",0,0.00594262836081384,0.000189609404626469,-2,-0.00575301895618737,"lower",1,0,0,1,0,"lower",3,1,"lower",4,3,2,"regional","local","smaller",22751.9559481054
"309","G13","G33",0,0.0267042614034154,0.00856188940462748,1,-0.0181423719987879,"lower",5,1,0,1,0,"lower",2,3,"higher",4,3,2,"regional","regional","regional_match",89191.9698292884
"310","G14","G33",0,0,0.00856188940462748,2,0.00856188940462748,"higher",0,1,0,0,0,"no_np_homophily",1,3,"higher",3,3,1,"local","regional","bigger",88611.6229088043
"311","G16","G33",0,0,0.00856188940462748,2,0.00856188940462748,"higher",0,1,0,1,0,"lower",1,3,"higher",1,3,1,"local","regional","bigger",86416.6925607978
"312","G17","G33",0,0.029108290703348,0.00856188940462748,1,-0.0205464012987206,"lower",7,1,0,1,0,"lower",2,3,"higher",2,3,2,"local","regional","bigger",90056.7349583536
"313","G19","G33",0,0.0678291239383343,0.00856188940462748,2,-0.0592672345337069,"lower",0,1,0,1,0,"lower",1,3,"higher",2,3,1,"local","regional","bigger",88329.6575764456
"314","G20","G33",0,0.0065766676690612,0.00856188940462748,0,0.00198522173556628,"higher",4,1,0,1,0,"lower",3,3,"match",6,3,1,"regional","regional","regional_match",88438.5930155104
"315","G21","G33",0,0.000919981902138087,0.00856188940462748,1,0.00764190750248939,"higher",0,1,0,1,0,"lower",2,3,"higher",3,3,2,"local","regional","bigger",103036.901634742
"316","G29","G33",0,0.00447578469577884,0.00856188940462748,1,0.00408610470884864,"higher",0,1,0,1,0,"lower",2,3,"higher",3,3,1,"local","regional","bigger",22741.8744058134
"317","G4","G33",0,0.00278770759691127,0.00856188940462748,0,0.00577418180771621,"higher",0,1,0,1,0,"lower",3,3,"match",5,3,3,"regional","regional","regional_match",5293.04479564336
"318","G41","G33",0,0.036172123400984,0.00856188940462748,2,-0.0276102339963565,"lower",0,1,0,0,0,"no_np_homophily",1,3,"higher",4,3,2,"local","regional","bigger",9225.67132165425
"319","G43","G33",1,0.005603390557631,0.00856188940462748,0,0.00295849884699648,"higher",4,1,1,1,0,"lower",3,3,"match",3,3,1,"regional","regional","regional_match",88579.4518248946
"320","G48","G33",0,0.00366748166259169,0.00856188940462748,0,0.00489440774203579,"higher",3,1,0,1,0,"lower",3,3,"match",4,3,1,"local","regional","bigger",89851.292560584
"321","G59","G33",0,0.0443776319735864,0.00856188940462748,1,-0.035815742568959,"lower",4,1,0,1,0,"lower",2,3,"higher",7,3,2,"regional","regional","regional_match",87594.2225114046
"322","G6","G33",0,0.187250546989594,0.00856188940462748,0,-0.178688657584966,"lower",0,1,0,0,0,"no_np_homophily",3,3,"match",3,3,2,"regional","regional","regional_match",14946.0303998886
"323","G60","G33",0,0.0103506504719386,0.00856188940462748,3,-0.00178876106731114,"lower",1,1,0,1,0,"lower",0,3,"higher",2,3,1,"regional","regional","regional_match",103474.118448797
"324","G66","G33",0,0.000259543639211259,0.00856188940462748,1,0.00830234576541622,"higher",1,1,0,1,0,"lower",2,3,"higher",3,3,2,"local","regional","bigger",97701.2855615239
"325","G69","G33",0,0.0202797028630867,0.00856188940462748,3,-0.0117178134584592,"lower",0,1,0,0,0,"no_np_homophily",0,3,"higher",1,3,1,"local","regional","bigger",9225.67132165425
"326","G71","G33",0,0.143671365026039,0.00856188940462748,3,-0.135109475621412,"lower",0,1,0,1,0,"lower",0,3,"higher",1,3,1,"local","regional","bigger",98874.9668331632
"327","G72","G33",0,0.076872673471632,0.00856188940462748,1,-0.0683107840670045,"lower",2,1,0,0,0,"no_np_homophily",2,3,"higher",2,3,1,"local","regional","bigger",103294.451700643
"328","G8","G33",0,1,0.00856188940462748,1,-0.991438110595373,"lower",7,1,1,1,0,"lower",2,3,"higher",5,3,2,"regional","regional","regional_match",103866.410213773
"329","G9","G33",0,0.00594262836081384,0.00856188940462748,0,0.00261926104381364,"higher",1,1,0,1,0,"lower",3,3,"match",4,3,3,"regional","regional","regional_match",0
"330","G13","G34",0,0.0267042614034154,0.00704501416761572,1,-0.0196592472357997,"lower",5,2,2,1,0,"lower",2,3,"higher",4,1,1,"regional","regional","regional_match",190825.527283188
"331","G14","G34",0,0,0.00704501416761572,2,0.00704501416761572,"higher",0,2,0,0,0,"no_np_homophily",1,3,"higher",3,1,0,"local","regional","bigger",187757.912763682
"332","G17","G34",0,0.029108290703348,0.00704501416761572,1,-0.0220632765357323,"lower",7,2,1,1,0,"lower",2,3,"higher",2,1,1,"local","regional","bigger",187420.546158679
"333","G19","G34",1,0.0678291239383343,0.00704501416761572,2,-0.0607841097707186,"lower",0,2,0,1,0,"lower",1,3,"higher",2,1,0,"local","regional","bigger",189139.338316952
"334","G20","G34",0,0.0065766676690612,0.00704501416761572,0,0.000468346498554524,"higher",4,2,1,1,0,"lower",3,3,"match",6,1,1,"regional","regional","regional_match",192269.484764869
"335","G43","G34",0,0.005603390557631,0.00704501416761572,0,0.00144162360998473,"higher",4,2,0,1,0,"lower",3,3,"match",3,1,1,"regional","regional","regional_match",191855.855558082
"336","G48","G34",0,0.00366748166259169,0.00704501416761572,0,0.00337753250502404,"higher",3,2,0,1,0,"lower",3,3,"match",4,1,1,"local","regional","bigger",189518.13254853
"337","G59","G34",0,0.0443776319735864,0.00704501416761572,1,-0.0373326178059707,"lower",4,2,0,1,0,"lower",2,3,"higher",7,1,1,"regional","regional","regional_match",196167.835003143
"338","G6","G34",0,0.187250546989594,0.00704501416761572,0,-0.180205532821978,"lower",0,2,0,0,0,"no_np_homophily",3,3,"match",3,1,1,"regional","regional","regional_match",260069.790857687
"339","G72","G34",0,0.076872673471632,0.00704501416761572,1,-0.0698276593040163,"lower",2,2,0,0,0,"no_np_homophily",2,3,"higher",2,1,0,"local","regional","bigger",254446.183730308
"340","G8","G34",0,1,0.00704501416761572,1,-0.992954985832384,"lower",7,2,1,1,0,"lower",2,3,"higher",5,1,1,"regional","regional","regional_match",254219.604705431
"341","G9","G34",0,0.00594262836081384,0.00704501416761572,0,0.00110238580680188,"higher",1,2,0,1,0,"lower",3,3,"match",4,1,1,"regional","regional","regional_match",257913.005975591
"342","G13","G35",0,0.0267042614034154,0.00076864313358843,-1,-0.025935618269827,"lower",5,0,0,1,0,"lower",2,1,"lower",4,3,1,"regional","regional","regional_match",89855.7388197524
"343","G14","G35",0,0,0.00076864313358843,0,0.00076864313358843,"higher",0,0,1,0,0,"no_np_homophily",1,1,"match",3,3,0,"local","regional","bigger",89363.2031283806
"344","G16","G35",0,0,0.00076864313358843,0,0.00076864313358843,"higher",0,0,1,1,0,"lower",1,1,"match",1,3,0,"local","regional","bigger",86079.2408434997
"345","G17","G35",0,0.029108290703348,0.00076864313358843,-1,-0.0283396475697596,"lower",7,0,0,1,0,"lower",2,1,"lower",2,3,1,"local","regional","bigger",90790.9226869565
"346","G19","G35",0,0.0678291239383343,0.00076864313358843,0,-0.0670604808047459,"lower",0,0,1,1,0,"lower",1,1,"match",2,3,0,"local","regional","bigger",89050.6328608186
"347","G20","G35",0,0.0065766676690612,0.00076864313358843,-2,-0.00580802453547277,"lower",4,0,0,1,0,"lower",3,1,"lower",6,3,3,"regional","regional","regional_match",89078.7805612207
"348","G21","G35",0,0.000919981902138087,0.00076864313358843,-1,-0.000151338768549657,"lower",0,0,1,1,0,"lower",2,1,"lower",3,3,1,"local","regional","bigger",102414.903202385
"349","G29","G35",0,0.00447578469577884,0.00076864313358843,-1,-0.00370714156219041,"lower",0,0,1,1,0,"lower",2,1,"lower",3,3,1,"local","regional","bigger",21290.3646224525
"350","G4","G35",0,0.00278770759691127,0.00076864313358843,-2,-0.00201906446332284,"lower",0,0,1,1,0,"lower",3,1,"lower",5,3,2,"regional","regional","regional_match",3732.2398225958
"351","G41","G35",0,0.036172123400984,0.00076864313358843,0,-0.0354034802673956,"lower",0,0,1,0,0,"no_np_homophily",1,1,"match",4,3,1,"local","regional","bigger",7489.76476500675
"352","G43","G35",0,0.005603390557631,0.00076864313358843,-2,-0.00483474742404257,"lower",4,0,0,1,0,"lower",3,1,"lower",3,3,3,"regional","regional","regional_match",89227.6261901897
"353","G48","G35",0,0.00366748166259169,0.00076864313358843,-2,-0.00289883852900326,"lower",3,0,0,1,0,"lower",3,1,"lower",4,3,3,"local","regional","bigger",90536.5870367913
"354","G59","G35",0,0.0443776319735864,0.00076864313358843,-1,-0.043608988839998,"lower",4,0,0,1,0,"lower",2,1,"lower",7,3,3,"regional","regional","regional_match",88151.72595874
"355","G6","G35",0,0.187250546989594,0.00076864313358843,-2,-0.186481903856005,"lower",0,0,1,0,0,"no_np_homophily",3,1,"lower",3,3,2,"regional","regional","regional_match",15879.6085073045
"356","G60","G35",0,0.0103506504719386,0.00076864313358843,1,-0.00958200733835019,"lower",1,0,0,1,0,"lower",0,1,"higher",2,3,0,"regional","regional","regional_match",102821.936409351
"357","G66","G35",0,0.000259543639211259,0.00076864313358843,-1,0.000509099494377171,"higher",1,0,0,1,0,"lower",2,1,"lower",3,3,1,"local","regional","bigger",97121.1314201299
"358","G69","G35",0,0.0202797028630867,0.00076864313358843,1,-0.0195110597294983,"lower",0,0,1,0,0,"no_np_homophily",0,1,"higher",1,3,0,"local","regional","bigger",7489.76476500675
"359","G71","G35",0,0.143671365026039,0.00076864313358843,1,-0.142902721892451,"lower",0,0,1,1,0,"lower",0,1,"higher",1,3,1,"local","regional","bigger",98378.1984757648
"360","G72","G35",0,0.076872673471632,0.00076864313358843,-1,-0.0761040303380436,"lower",2,0,0,0,0,"no_np_homophily",2,1,"lower",2,3,0,"local","regional","bigger",102651.148000594
"361","G8","G35",0,1,0.00076864313358843,-1,-0.999231356866412,"lower",7,0,0,1,0,"lower",2,1,"lower",5,3,3,"regional","regional","regional_match",103228.397904644
"362","G9","G35",1,0.00594262836081384,0.00076864313358843,-2,-0.00517398522722541,"lower",1,0,0,1,0,"lower",3,1,"lower",4,3,2,"regional","regional","regional_match",1808.10352891086
"363","G16","G36",0,0,0.000711776624892456,2,0.000711776624892456,"higher",0,0,1,1,0,"lower",1,3,"higher",1,6,0,"local","regional","bigger",23883.0148679444
"364","G20","G36",0,0.0065766676690612,0.000711776624892456,0,-0.00586489104416874,"lower",4,0,0,1,0,"lower",3,3,"match",6,6,6,"regional","regional","regional_match",69572.309048122
"365","G21","G36",0,0.000919981902138087,0.000711776624892456,1,-0.000208205277245631,"lower",0,0,1,1,0,"lower",2,3,"higher",3,6,1,"local","regional","bigger",1470.23814934257
"366","G4","G36",0,0.00278770759691127,0.000711776624892456,0,-0.00207593097201881,"lower",0,0,1,1,0,"lower",3,3,"match",5,6,3,"regional","regional","regional_match",104203.171418766
"367","G43","G36",0,0.005603390557631,0.000711776624892456,0,-0.00489161393273854,"lower",4,0,0,1,0,"lower",3,3,"match",3,6,3,"regional","regional","regional_match",70010.5242214518
"368","G59","G36",0,0.0443776319735864,0.000711776624892456,1,-0.043665855348694,"lower",4,0,0,1,0,"lower",2,3,"higher",7,6,5,"regional","regional","regional_match",65210.7431232379
"369","G6","G36",0,0.187250546989594,0.000711776624892456,0,-0.186538770364701,"lower",0,0,1,0,0,"no_np_homophily",3,3,"match",3,6,2,"regional","regional","regional_match",118586.953583481
"370","G60","G36",1,0.0103506504719386,0.000711776624892456,3,-0.00963887384704617,"lower",1,0,0,1,0,"lower",0,3,"higher",2,6,0,"regional","regional","regional_match",600.936152761681
"371","G66","G36",0,0.000259543639211259,0.000711776624892456,1,0.000452232985681197,"higher",1,0,0,1,0,"lower",2,3,"higher",3,6,2,"local","regional","bigger",7065.52008556751
"372","G71","G36",0,0.143671365026039,0.000711776624892456,3,-0.142959588401147,"lower",0,0,1,1,0,"lower",0,3,"higher",1,6,1,"local","regional","bigger",9867.36354290948
"373","G8","G36",0,1,0.000711776624892456,1,-0.999288223375108,"lower",7,0,0,1,0,"lower",2,3,"higher",5,6,4,"regional","regional","regional_match",354.138524563534
"374","G9","G36",0,0.00594262836081384,0.000711776624892456,0,-0.00523085173592138,"lower",1,0,0,1,0,"lower",3,3,"match",4,6,2,"regional","regional","regional_match",103734.236706289
"375","G13","G37",0,0.0267042614034154,0.000758437618505878,1,-0.0259458237849095,"lower",5,1,0,1,0,"lower",2,3,"higher",4,4,3,"regional","regional","regional_match",87969.7700382472
"376","G14","G37",0,0,0.000758437618505878,2,0.000758437618505878,"higher",0,1,0,0,0,"no_np_homophily",1,3,"higher",3,4,1,"local","regional","bigger",86807.3595411039
"377","G16","G37",0,0,0.000758437618505878,2,0.000758437618505878,"higher",0,1,0,1,0,"lower",1,3,"higher",1,4,1,"local","regional","bigger",91243.207932903
"378","G17","G37",0,0.029108290703348,0.000758437618505878,1,-0.0283498530848422,"lower",7,1,0,1,0,"lower",2,3,"higher",2,4,2,"local","regional","bigger",88356.904331652
"379","G19","G37",0,0.0678291239383343,0.000758437618505878,2,-0.0670706863198285,"lower",0,1,0,1,0,"lower",1,3,"higher",2,4,2,"local","regional","bigger",86733.9019752642
"380","G20","G37",0,0.0065766676690612,0.000758437618505878,0,-0.00581823005055532,"lower",4,1,0,1,0,"lower",3,3,"match",6,4,2,"regional","regional","regional_match",87379.0327844627
"381","G21","G37",0,0.000919981902138087,0.000758437618505878,1,-0.000161544283632209,"lower",0,1,0,1,0,"lower",2,3,"higher",3,4,3,"local","regional","bigger",109288.449243495
"382","G29","G37",0,0.00447578469577884,0.000758437618505878,1,-0.00371734707727296,"lower",0,1,0,1,0,"lower",2,3,"higher",3,4,1,"local","regional","bigger",33197.3870851002
"383","G4","G37",0,0.00278770759691127,0.000758437618505878,0,-0.00202926997840539,"lower",0,1,0,1,0,"lower",3,3,"match",5,4,2,"regional","regional","regional_match",15703.690197022
"384","G41","G37",0,0.036172123400984,0.000758437618505878,2,-0.0354136857824781,"lower",0,1,0,0,0,"no_np_homophily",1,3,"higher",4,4,3,"local","regional","bigger",20329.0688119236
"385","G43","G37",0,0.005603390557631,0.000758437618505878,0,-0.00484495293912512,"lower",4,1,0,1,0,"lower",3,3,"match",3,4,1,"regional","regional","regional_match",87465.9145558755
"386","G48","G37",0,0.00366748166259169,0.000758437618505878,0,-0.00290904404408581,"lower",3,1,0,1,0,"lower",3,3,"match",4,4,2,"local","regional","bigger",88480.3258975388
"387","G59","G37",0,0.0443776319735864,0.000758437618505878,1,-0.0436191943550806,"lower",4,1,0,1,0,"lower",2,3,"higher",7,4,4,"regional","regional","regional_match",87082.8788951976
"388","G6","G37",0,0.187250546989594,0.000758437618505878,0,-0.186492109371088,"lower",0,1,0,0,0,"no_np_homophily",3,3,"match",3,4,2,"regional","regional","regional_match",11685.5142947004
"389","G60","G37",1,0.0103506504719386,0.000758437618505878,3,-0.00959221285343274,"lower",1,1,0,1,0,"lower",0,3,"higher",2,4,2,"regional","regional","regional_match",109881.268303061
"390","G66","G37",0,0.000259543639211259,0.000758437618505878,1,0.000498893979294619,"higher",1,1,1,1,0,"lower",2,3,"higher",3,4,3,"local","regional","bigger",103758.765064166
"391","G69","G37",0,0.0202797028630867,0.000758437618505878,3,-0.0195212652445808,"lower",0,1,0,0,0,"no_np_homophily",0,3,"higher",1,4,1,"local","regional","bigger",20329.0688119236
"392","G71","G37",0,0.143671365026039,0.000758437618505878,3,-0.142912927407534,"lower",0,1,0,1,0,"lower",0,3,"higher",1,4,1,"local","regional","bigger",104484.120770953
"393","G72","G37",0,0.076872673471632,0.000758437618505878,1,-0.0761142358531261,"lower",2,1,0,0,0,"no_np_homophily",2,3,"higher",2,4,2,"local","regional","bigger",109656.143039138
"394","G8","G37",0,1,0.000758437618505878,1,-0.999241562381494,"lower",7,1,1,1,0,"lower",2,3,"higher",5,4,2,"regional","regional","regional_match",110198.010626707
"395","G9","G37",0,0.00594262836081384,0.000758437618505878,0,-0.00518419074230796,"lower",1,1,0,1,0,"lower",3,3,"match",4,4,2,"regional","regional","regional_match",11112.6488397526
"396","G13","G38",0,0.0267042614034154,0,1,-0.0267042614034154,"lower",5,0,0,1,0,"lower",2,3,"higher",4,2,2,"regional","regional","regional_match",1032.76806278696
"397","G14","G38",0,0,0,2,0,"match",0,0,1,0,0,"no_np_homophily",1,3,"higher",3,2,1,"local","regional","bigger",5517.93132899809
"398","G16","G38",0,0,0,2,0,"match",0,0,1,1,0,"lower",1,3,"higher",1,2,1,"local","regional","bigger",47998.5793325425
"399","G17","G38",0,0.029108290703348,0,1,-0.029108290703348,"lower",7,0,0,1,0,"lower",2,3,"higher",2,2,2,"local","regional","bigger",4859.96359753551
"400","G19","G38",0,0.0678291239383343,0,2,-0.0678291239383343,"lower",0,0,1,1,0,"lower",1,3,"higher",2,2,1,"local","regional","bigger",3868.87338695801
"401","G20","G38",0,0.0065766676690612,0,0,-0.0065766676690612,"lower",4,0,0,1,0,"lower",3,3,"match",6,2,1,"regional","regional","regional_match",444.223857878946
"402","G21","G38",0,0.000919981902138087,0,1,-0.000919981902138087,"lower",0,0,1,1,0,"lower",2,3,"higher",3,2,2,"local","regional","bigger",68543.733017625
"403","G29","G38",0,0.00447578469577884,0,1,-0.00447578469577884,"lower",0,0,1,1,0,"lower",2,3,"higher",3,2,1,"local","regional","bigger",85656.3257870509
"404","G4","G38",0,0.00278770759691127,0,0,-0.00278770759691127,"lower",0,0,1,1,0,"lower",3,3,"match",5,2,2,"regional","regional","regional_match",92423.0912127812
"405","G41","G38",0,0.036172123400984,0,2,-0.036172123400984,"lower",0,0,1,0,0,"no_np_homophily",1,3,"higher",4,2,2,"local","regional","bigger",89992.003077597
"406","G43","G38",1,0.005603390557631,0,0,-0.005603390557631,"lower",4,0,0,1,0,"lower",3,3,"match",3,2,1,"regional","regional","regional_match",0
"407","G48","G38",0,0.00366748166259169,0,0,-0.00366748166259169,"lower",3,0,0,1,0,"lower",3,3,"match",4,2,1,"local","regional","bigger",2361.52285429721
"408","G59","G38",0,0.0443776319735864,0,1,-0.0443776319735864,"lower",4,0,0,1,0,"lower",2,3,"higher",7,2,2,"regional","regional","regional_match",4813.14340238025
"409","G6","G38",0,0.187250546989594,0,0,-0.187250546989594,"lower",0,0,1,0,0,"no_np_homophily",3,3,"match",3,2,2,"regional","regional","regional_match",99095.3980730815
"410","G60","G38",0,0.0103506504719386,0,3,-0.0103506504719386,"lower",1,0,0,1,0,"lower",0,3,"higher",2,2,1,"regional","regional","regional_match",70327.6845804963
"411","G66","G38",0,0.000259543639211259,0,1,-0.000259543639211259,"lower",1,0,0,1,0,"lower",2,3,"higher",3,2,2,"local","regional","bigger",63802.5668265674
"412","G69","G38",0,0.0202797028630867,0,3,-0.0202797028630867,"lower",0,0,1,0,0,"no_np_homophily",0,3,"higher",1,2,1,"local","regional","bigger",89992.003077597
"413","G71","G38",0,0.143671365026039,0,3,-0.143671365026039,"lower",0,0,1,1,0,"lower",0,3,"higher",1,2,1,"local","regional","bigger",60143.9031849755
"414","G72","G38",0,0.076872673471632,0,1,-0.076872673471632,"lower",2,0,0,0,0,"no_np_homophily",2,3,"higher",2,2,1,"local","regional","bigger",69774.8541328767
"415","G8","G38",0,1,0,1,-1,"lower",7,0,0,1,0,"lower",2,3,"higher",5,2,1,"regional","regional","regional_match",69804.858238221
"416","G9","G38",0,0.00594262836081384,0,0,-0.00594262836081384,"lower",1,0,0,1,0,"lower",3,3,"match",4,2,2,"regional","regional","regional_match",88579.4518248946
"417","G20","G39",0,0.0065766676690612,0,-2,-0.0065766676690612,"lower",4,0,0,1,0,"lower",3,1,"lower",6,5,4,"regional","local","smaller",73625.8322074569
"418","G4","G39",0,0.00278770759691127,0,-2,-0.00278770759691127,"lower",0,0,1,1,0,"lower",3,1,"lower",5,5,4,"regional","local","smaller",21260.5150382206
"419","G41","G39",0,0.036172123400984,0,0,-0.036172123400984,"lower",0,0,1,0,0,"no_np_homophily",1,1,"match",4,5,3,"local","local","local_match",22140.4074969004
"420","G43","G39",0,0.005603390557631,0,-2,-0.005603390557631,"lower",4,0,0,1,0,"lower",3,1,"lower",3,5,2,"regional","local","smaller",73731.2258610422
"421","G59","G39",0,0.0443776319735864,0,-1,-0.0443776319735864,"lower",4,0,0,1,0,"lower",2,1,"lower",7,5,5,"regional","local","smaller",73165.6986062867
"422","G6","G39",0,0.187250546989594,0,-2,-0.187250546989594,"lower",0,0,1,0,0,"no_np_homophily",3,1,"lower",3,5,2,"regional","local","smaller",25500.8464786328
"423","G69","G39",0,0.0202797028630867,0,1,-0.0202797028630867,"lower",0,0,1,0,0,"no_np_homophily",0,1,"higher",1,5,1,"local","local","local_match",22140.4074969004
"424","G8","G39",1,1,0,-1,-1,"lower",7,0,0,1,0,"lower",2,1,"lower",5,5,3,"regional","local","smaller",97703.2869789945
"425","G9","G39",0,0.00594262836081384,0,-2,-0.00594262836081384,"lower",1,0,0,1,0,"lower",3,1,"lower",4,5,3,"regional","local","smaller",16278.0685103789
"426","G16","G4",0,0,7.98051006739163e-05,2,7.98051006739163e-05,"higher",0,0,1,1,1,"np_homophily",1,3,"higher",1,5,1,"local","regional","bigger",87811.5808209502
"427","G20","G4",0,0.0065766676690612,7.98051006739163e-05,0,-0.00649686256838728,"lower",4,0,0,1,1,"np_homophily",3,3,"match",6,5,3,"regional","regional","regional_match",92265.3508415358
"428","G21","G4",0,0.000919981902138087,7.98051006739163e-05,1,-0.00084017680146417,"lower",0,0,1,1,1,"np_homophily",2,3,"higher",3,5,2,"local","regional","bigger",103572.524669333
"429","G29","G4",0,0.00447578469577884,7.98051006739163e-05,1,-0.00439597959510492,"lower",0,0,1,1,1,"np_homophily",2,3,"higher",3,5,2,"local","regional","bigger",20625.8761540756
